,Date,1
4688,2024-04-01 20,21.69
4689,2024-04-01 21,21.99
4690,2024-04-01 22,22.01
4691,2024-04-01 23,22.28
4692,2024-04-02 00,22.7
4693,2024-04-02 01,21.99
4694,2024-04-02 02,21.38
4695,2024-04-02 03,21.1
4696,2024-04-02 04,21.13
4697,2024-04-02 05,21.34
4698,2024-04-02 06,21.6
4699,2024-04-02 07,21.99
4700,2024-04-02 08,26.86
4701,2024-04-02 09,28.89
4702,2024-04-02 10,31.04
4703,2024-04-02 11,32.83
4704,2024-04-02 12,33.15
4705,2024-04-02 13,33.12
4706,2024-04-02 14,32.37
4707,2024-04-02 15,29.39
4708,2024-04-02 16,27.83
4709,2024-04-02 17,26.61
4710,2024-04-02 18,25.74
4711,2024-04-02 19,25.59
4712,2024-04-02 20,25.22
4713,2024-04-02 21,24.33
4714,2024-04-02 22,24.98
4715,2024-04-02 23,25.08
4716,2024-04-03 00,24.71
4717,2024-04-03 01,24.27
4718,2024-04-03 02,25.04
4719,2024-04-03 03,25.17
4720,2024-04-03 04,25.18
4721,2024-04-03 05,
4722,2024-04-03 06,26.16
4723,2024-04-03 07,28.54
4724,2024-04-03 08,31.21
4725,2024-04-03 09,
4726,2024-04-03 10,
4727,2024-04-03 11,
4728,2024-04-03 12,33.15
4729,2024-04-03 13,32.15
4730,2024-04-03 14,31.67
4731,2024-04-03 15,29.77
4732,2024-04-03 16,27.25
4733,2024-04-03 17,26.89
4734,2024-04-03 18,26.09
4735,2024-04-03 19,25.79
4736,2024-04-03 20,25.39
4737,2024-04-03 21,24.93
4738,2024-04-03 22,24.66
4739,2024-04-03 23,24.68
4740,2024-04-04 00,23.62
4741,2024-04-04 01,24.16
4742,2024-04-04 02,22.39
4743,2024-04-04 03,21.17
4744,2024-04-04 04,21.0
4745,2024-04-04 05,21.01
4746,2024-04-04 06,22.17
4747,2024-04-04 07,24.38
4748,2024-04-04 08,28.83
4749,2024-04-04 09,30.9
4750,2024-04-04 10,32.0
4751,2024-04-04 11,28.19
4752,2024-04-04 12,28.91
4753,2024-04-04 13,28.87
4754,2024-04-04 14,26.61
4755,2024-04-04 15,26.28
4756,2024-04-04 16,26.39
4757,2024-04-04 17,24.98
4758,2024-04-04 18,23.41
4759,2024-04-04 19,22.7
4760,2024-04-04 20,22.71
4761,2024-04-04 21,22.48
4762,2024-04-04 22,22.07
4763,2024-04-04 23,19.81
4764,2024-04-05 00,18.61
4765,2024-04-05 01,18.84
4766,2024-04-05 02,19.07
4767,2024-04-05 03,23.28
4768,2024-04-05 04,20.24
4769,2024-04-05 05,20.18
4770,2024-04-05 06,19.95
4771,2024-04-05 07,20.04
4772,2024-04-05 08,20.86
4773,2024-04-05 09,20.62
4774,2024-04-05 10,21.84
4775,2024-04-05 11,22.65
4776,2024-04-05 12,23.51
4777,2024-04-05 13,21.67
4778,2024-04-05 14,22.83
4779,2024-04-05 15,21.43
4780,2024-04-05 16,20.3
4781,2024-04-05 17,20.01
4782,2024-04-05 18,18.95
4783,2024-04-05 19,18.74
4784,2024-04-05 20,18.38
4785,2024-04-05 21,18.69
4786,2024-04-05 22,19.02
4787,2024-04-05 23,18.83
4788,2024-04-06 00,18.83
4789,2024-04-06 01,18.96
4790,2024-04-06 02,18.86
4791,2024-04-06 03,18.72
4792,2024-04-06 04,18.44
4793,2024-04-06 05,18.38
4794,2024-04-06 06,18.35
4795,2024-04-06 07,19.27
4796,2024-04-06 08,20.64
4797,2024-04-06 09,23.21
4798,2024-04-06 10,25.07
4799,2024-04-06 11,24.41
4800,2024-04-06 12,23.18
4801,2024-04-06 13,25.09
4802,2024-04-06 14,24.36
4803,2024-04-06 15,23.29
4804,2024-04-06 16,22.32
4805,2024-04-06 17,21.39
4806,2024-04-06 18,21.07
4807,2024-04-06 19,20.64
4808,2024-04-06 20,20.62
4809,2024-04-06 21,20.2
4810,2024-04-06 22,20.11
4811,2024-04-06 23,20.11
4812,2024-04-07 00,19.92
4813,2024-04-07 01,19.71
4814,2024-04-07 02,19.54
4815,2024-04-07 03,19.55
4816,2024-04-07 04,19.33
4817,2024-04-07 05,19.35
4818,2024-04-07 06,19.32
4819,2024-04-07 07,20.05
4820,2024-04-07 08,20.62
4821,2024-04-07 09,22.76
4822,2024-04-07 10,25.17
4823,2024-04-07 11,26.45
4824,2024-04-07 12,29.53
4825,2024-04-07 13,30.06
4826,2024-04-07 14,26.19
4827,2024-04-07 15,22.79
4828,2024-04-07 16,22.82
4829,2024-04-07 17,21.8
4830,2024-04-07 18,21.55
4831,2024-04-07 19,21.58
4832,2024-04-07 20,21.28
4833,2024-04-07 21,21.04
4834,2024-04-07 22,21.05
4835,2024-04-07 23,21.0
4836,2024-04-08 00,20.9
4837,2024-04-08 01,20.64
4838,2024-04-08 02,20.64
4839,2024-04-08 03,20.56
4840,2024-04-08 04,20.71
4841,2024-04-08 05,20.85
4842,2024-04-08 06,20.94
4843,2024-04-08 07,21.31
4844,2024-04-08 08,21.88
4845,2024-04-08 09,22.25
4846,2024-04-08 10,22.7
4847,2024-04-08 11,22.9
4848,2024-04-08 12,23.07
4849,2024-04-08 13,24.64
4850,2024-04-08 14,25.31
4851,2024-04-08 15,22.41
4852,2024-04-08 16,21.68
4853,2024-04-08 17,21.45
4854,2024-04-08 18,21.32
4855,2024-04-08 19,21.1
4856,2024-04-08 20,20.86
4857,2024-04-08 21,19.75
4858,2024-04-08 22,18.97
4859,2024-04-08 23,18.13
4860,2024-04-09 00,17.55
4861,2024-04-09 01,17.14
4862,2024-04-09 02,16.8
4863,2024-04-09 03,16.69
4864,2024-04-09 04,16.6
4865,2024-04-09 05,16.57
4866,2024-04-09 06,16.6
4867,2024-04-09 07,16.77
4868,2024-04-09 08,17.21
4869,2024-04-09 09,17.95
4870,2024-04-09 10,17.41
4871,2024-04-09 11,17.48
4872,2024-04-09 12,19.09
4873,2024-04-09 13,18.4
4874,2024-04-09 14,18.46
4875,2024-04-09 15,18.4
4876,2024-04-09 16,17.95
4877,2024-04-09 17,17.96
4878,2024-04-09 18,17.32
4879,2024-04-09 19,16.49
4880,2024-04-09 20,17.13
4881,2024-04-09 21,17.6
4882,2024-04-09 22,17.84
4883,2024-04-09 23,17.74
4884,2024-04-10 00,17.85
4885,2024-04-10 01,18.1
4886,2024-04-10 02,18.62
4887,2024-04-10 03,18.77
4888,2024-04-10 04,19.13
4889,2024-04-10 05,19.32
4890,2024-04-10 06,19.02
4891,2024-04-10 07,19.41
4892,2024-04-10 08,20.2
4893,2024-04-10 09,20.62
4894,2024-04-10 10,20.41
4895,2024-04-10 11,20.73
4896,2024-04-10 12,21.2
4897,2024-04-10 13,21.53
4898,2024-04-10 14,21.32
4899,2024-04-10 15,21.37
4900,2024-04-10 16,21.19
4901,2024-04-10 17,21.05
4902,2024-04-10 18,20.78
4903,2024-04-10 19,20.64
4904,2024-04-10 20,20.64
4905,2024-04-10 21,20.42
4906,2024-04-10 22,20.29
4907,2024-04-10 23,20.49
4908,2024-04-11 00,20.12
4909,2024-04-11 01,20.31
4910,2024-04-11 02,20.31
4911,2024-04-11 03,20.14
4912,2024-04-11 04,20.35
4913,2024-04-11 05,20.3
4914,2024-04-11 06,20.62
4915,2024-04-11 07,23.32
4916,2024-04-11 08,25.92
4917,2024-04-11 09,25.79
4918,2024-04-11 10,27.56
4919,2024-04-11 11,28.44
4920,2024-04-11 12,29.98
4921,2024-04-11 13,30.28
4922,2024-04-11 14,29.43
4923,2024-04-11 15,27.58
4924,2024-04-11 16,25.47
4925,2024-04-11 17,24.6
4926,2024-04-11 18,23.27
4927,2024-04-11 19,22.43
4928,2024-04-11 20,22.43
4929,2024-04-11 21,22.03
4930,2024-04-11 22,21.66
4931,2024-04-11 23,21.11
4932,2024-04-12 00,21.03
4933,2024-04-12 01,20.64
4934,2024-04-12 02,21.2
4935,2024-04-12 03,21.73
4936,2024-04-12 04,21.74
4937,2024-04-12 05,21.77
4938,2024-04-12 06,22.13
4939,2024-04-12 07,23.17
4940,2024-04-12 08,23.89
4941,2024-04-12 09,25.18
4942,2024-04-12 10,28.5
4943,2024-04-12 11,32.2
4944,2024-04-12 12,31.35
4945,2024-04-12 13,25.92
4946,2024-04-12 14,27.84
4947,2024-04-12 15,27.96
4948,2024-04-12 16,26.94
4949,2024-04-12 17,25.48
4950,2024-04-12 18,24.33
4951,2024-04-12 19,23.87
4952,2024-04-12 20,23.42
4953,2024-04-12 21,23.87
4954,2024-04-12 22,23.59
4955,2024-04-12 23,22.25
4956,2024-04-13 00,22.12
4957,2024-04-13 01,22.21
4958,2024-04-13 02,22.48
4959,2024-04-13 03,22.68
4960,2024-04-13 04,21.74
4961,2024-04-13 05,21.68
4962,2024-04-13 06,22.44
4963,2024-04-13 07,24.54
4964,2024-04-13 08,26.2
4965,2024-04-13 09,27.8
4966,2024-04-13 10,30.6
4967,2024-04-13 11,32.62
4968,2024-04-13 12,30.78
4969,2024-04-13 13,31.61
4970,2024-04-13 14,30.75
4971,2024-04-13 15,28.97
4972,2024-04-13 16,27.7
4973,2024-04-13 17,26.19
4974,2024-04-13 18,25.04
4975,2024-04-13 19,24.39
4976,2024-04-13 20,23.62
4977,2024-04-13 21,23.14
4978,2024-04-13 22,23.35
4979,2024-04-13 23,23.88
4980,2024-04-14 00,23.75
4981,2024-04-14 01,23.51
4982,2024-04-14 02,23.46
4983,2024-04-14 03,22.99
4984,2024-04-14 04,21.96
4985,2024-04-14 05,22.28
4986,2024-04-14 06,22.51
4987,2024-04-14 07,26.19
4988,2024-04-14 08,25.13
4989,2024-04-14 09,27.39
4990,2024-04-14 10,29.58
4991,2024-04-14 11,29.21
4992,2024-04-14 12,29.64
4993,2024-04-14 13,26.58
4994,2024-04-14 14,24.63
4995,2024-04-14 15,23.86
4996,2024-04-14 16,23.67
4997,2024-04-14 17,23.75
4998,2024-04-14 18,23.99
4999,2024-04-14 19,24.21
5000,2024-04-14 20,24.66
5001,2024-04-14 21,24.89
5002,2024-04-14 22,24.79
5003,2024-04-14 23,24.33
5004,2024-04-15 00,23.97
5005,2024-04-15 01,24.15
5006,2024-04-15 02,24.58
5007,2024-04-15 03,24.53
5008,2024-04-15 04,23.92
5009,2024-04-15 05,23.56
5010,2024-04-15 06,23.97
5011,2024-04-15 07,26.19
5012,2024-04-15 08,28.72
5013,2024-04-15 09,30.5
5014,2024-04-15 10,30.32
5015,2024-04-15 11,32.98
5016,2024-04-15 12,34.45
5017,2024-04-15 13,34.82
5018,2024-04-15 14,35.3
5019,2024-04-15 15,31.67
5020,2024-04-15 16,30.7
5021,2024-04-15 17,28.43
5022,2024-04-15 18,27.13
5023,2024-04-15 19,26.2
5024,2024-04-15 20,25.63
5025,2024-04-15 21,24.85
5026,2024-04-15 22,24.92
5027,2024-04-15 23,24.87
5028,2024-04-16 00,24.49
5029,2024-04-16 01,24.35
5030,2024-04-16 02,24.15
5031,2024-04-16 03,24.21
5032,2024-04-16 04,23.67
5033,2024-04-16 05,23.52
5034,2024-04-16 06,23.52
5035,2024-04-16 07,26.99
5036,2024-04-16 08,26.58
5037,2024-04-16 09,26.53
5038,2024-04-16 10,27.99
5039,2024-04-16 11,28.25
5040,2024-04-16 12,28.67
5041,2024-04-16 13,32.19
5042,2024-04-16 14,27.21
5043,2024-04-16 15,26.33
5044,2024-04-16 16,24.94
5045,2024-04-16 17,24.48
5046,2024-04-16 18,24.13
5047,2024-04-16 19,23.95
5048,2024-04-16 20,23.6
5049,2024-04-16 21,22.69
5050,2024-04-16 22,22.4
5051,2024-04-16 23,22.41
5052,2024-04-17 00,23.2
5053,2024-04-17 01,23.31
5054,2024-04-17 02,22.2
5055,2024-04-17 03,22.27
5056,2024-04-17 04,22.07
5057,2024-04-17 05,21.81
5058,2024-04-17 06,23.41
5059,2024-04-17 07,26.08
5060,2024-04-17 08,27.52
5061,2024-04-17 09,29.01
5062,2024-04-17 10,28.93
5063,2024-04-17 11,30.59
5064,2024-04-17 12,29.16
5065,2024-04-17 13,30.31
5066,2024-04-17 14,30.0
5067,2024-04-17 15,28.83
5068,2024-04-17 16,27.94
5069,2024-04-17 17,25.17
5070,2024-04-17 18,25.34
5071,2024-04-17 19,24.65
5072,2024-04-17 20,26.1
5073,2024-04-17 21,25.9
5074,2024-04-17 22,25.24
5075,2024-04-17 23,24.77
5076,2024-04-18 00,24.2
5077,2024-04-18 01,22.4
5078,2024-04-18 02,21.77
5079,2024-04-18 03,23.38
5080,2024-04-18 04,24.11
5081,2024-04-18 05,24.1
5082,2024-04-18 06,24.78
5083,2024-04-18 07,25.17
5084,2024-04-18 08,20.78
5085,2024-04-18 09,20.73
5086,2024-04-18 10,20.89
5087,2024-04-18 11,21.49
5088,2024-04-18 12,23.52
5089,2024-04-18 13,27.58
5090,2024-04-18 14,25.04
5091,2024-04-18 15,23.09
5092,2024-04-18 16,21.95
5093,2024-04-18 17,21.63
5094,2024-04-18 18,21.18
5095,2024-04-18 19,20.8
5096,2024-04-18 20,20.76
5097,2024-04-18 21,20.32
5098,2024-04-18 22,19.98
5099,2024-04-18 23,20.22
5100,2024-04-19 00,20.06
5101,2024-04-19 01,20.1
5102,2024-04-19 02,19.16
5103,2024-04-19 03,19.42
5104,2024-04-19 04,19.51
5105,2024-04-19 05,19.72
5106,2024-04-19 06,20.51
5107,2024-04-19 07,22.31
5108,2024-04-19 08,24.85
5109,2024-04-19 09,28.57
5110,2024-04-19 10,26.19
5111,2024-04-19 11,26.46
5112,2024-04-19 12,32.69
5113,2024-04-19 13,30.22
5114,2024-04-19 14,27.42
5115,2024-04-19 15,28.69
5116,2024-04-19 16,26.39
5117,2024-04-19 17,25.45
5118,2024-04-19 18,24.08
5119,2024-04-19 19,22.86
5120,2024-04-19 20,22.48
5121,2024-04-19 21,22.51
5122,2024-04-19 22,22.77
5123,2024-04-19 23,22.72
5124,2024-04-20 00,22.11
5125,2024-04-20 01,22.91
5126,2024-04-20 02,22.65
5127,2024-04-20 03,22.48
5128,2024-04-20 04,22.29
5129,2024-04-20 05,21.94
5130,2024-04-20 06,21.83
5131,2024-04-20 07,23.81
5132,2024-04-20 08,28.97
5133,2024-04-20 09,30.27
5134,2024-04-20 10,32.75
5135,2024-04-20 11,32.71
5136,2024-04-20 12,32.16
5137,2024-04-20 13,30.82
5138,2024-04-20 14,29.58
5139,2024-04-20 15,28.97
5140,2024-04-20 16,28.45
5141,2024-04-20 17,27.36
5142,2024-04-20 18,26.34
5143,2024-04-20 19,25.32
5144,2024-04-20 20,24.88
5145,2024-04-20 21,24.75
5146,2024-04-20 22,24.43
5147,2024-04-20 23,23.81
5148,2024-04-21 00,23.79
5149,2024-04-21 01,24.32
5150,2024-04-21 02,24.03
5151,2024-04-21 03,23.97
5152,2024-04-21 04,23.98
5153,2024-04-21 05,22.48
5154,2024-04-21 06,22.36
5155,2024-04-21 07,23.38
5156,2024-04-21 08,26.62
5157,2024-04-21 09,31.76
5158,2024-04-21 10,32.87
5159,2024-04-21 11,31.08
5160,2024-04-21 12,34.4
5161,2024-04-21 13,31.31
5162,2024-04-21 14,29.47
5163,2024-04-21 15,28.46
5164,2024-04-21 16,26.86
5165,2024-04-21 17,26.25
5166,2024-04-21 18,25.14
5167,2024-04-21 19,24.26
5168,2024-04-21 20,24.04
5169,2024-04-21 21,24.33
5170,2024-04-21 22,23.7
5171,2024-04-21 23,23.42
5172,2024-04-22 00,22.97
5173,2024-04-22 01,22.85
5174,2024-04-22 02,22.84
5175,2024-04-22 03,23.46
5176,2024-04-22 04,23.1
5177,2024-04-22 05,23.64
5178,2024-04-22 06,23.83
5179,2024-04-22 07,29.38
5180,2024-04-22 08,27.9
5181,2024-04-22 09,30.45
5182,2024-04-22 10,30.52
5183,2024-04-22 11,26.52
5184,2024-04-22 12,25.84
5185,2024-04-22 13,26.99
5186,2024-04-22 14,27.57
5187,2024-04-22 15,27.12
5188,2024-04-22 16,25.89
5189,2024-04-22 17,24.97
5190,2024-04-22 18,24.57
5191,2024-04-22 19,24.35
5192,2024-04-22 20,
5193,2024-04-22 21,23.58
5194,2024-04-22 22,23.97
5195,2024-04-22 23,23.85
5196,2024-04-23 00,23.84
5197,2024-04-23 01,23.27
5198,2024-04-23 02,23.13
5199,2024-04-23 03,23.01
5200,2024-04-23 04,21.72
5201,2024-04-23 05,22.48
5202,2024-04-23 06,22.29
5203,2024-04-23 07,22.77
5204,2024-04-23 08,24.35
5205,2024-04-23 09,24.29
5206,2024-04-23 10,26.31
5207,2024-04-23 11,32.1
5208,2024-04-23 12,
5209,2024-04-23 13,28.72
5210,2024-04-23 14,31.28
5211,2024-04-23 15,28.61
5212,2024-04-23 16,26.45
5213,2024-04-23 17,26.98
5214,2024-04-23 18,25.92
5215,2024-04-23 19,25.46
5216,2024-04-23 20,25.07
5217,2024-04-23 21,24.68
5218,2024-04-23 22,24.92
5219,2024-04-23 23,23.72
5220,2024-04-24 00,23.36
5221,2024-04-24 01,23.01
5222,2024-04-24 02,21.83
5223,2024-04-24 03,21.87
5224,2024-04-24 04,22.42
5225,2024-04-24 05,
5226,2024-04-24 06,22.37
5227,2024-04-24 07,22.03
5228,2024-04-24 08,20.32
5229,2024-04-24 09,19.92
5230,2024-04-24 10,19.17
5231,2024-04-24 11,18.44
5232,2024-04-24 12,19.0
5233,2024-04-24 13,19.32
5234,2024-04-24 14,18.98
5235,2024-04-24 15,18.41
5236,2024-04-24 16,18.18
5237,2024-04-24 17,17.82
5238,2024-04-24 18,17.5
5239,2024-04-24 19,17.68
5240,2024-04-24 20,18.0
5241,2024-04-24 21,18.36
5242,2024-04-24 22,18.56
5243,2024-04-24 23,18.67
5244,2024-04-25 00,18.84
5245,2024-04-25 01,18.47
5246,2024-04-25 02,18.69
5247,2024-04-25 03,18.89
5248,2024-04-25 04,19.31
5249,2024-04-25 05,19.35
5250,2024-04-25 06,19.4
5251,2024-04-25 07,20.85
5252,2024-04-25 08,20.92
5253,2024-04-25 09,21.64
5254,2024-04-25 10,26.19
5255,2024-04-25 11,28.99
5256,2024-04-25 12,30.39
5257,2024-04-25 13,25.0
5258,2024-04-25 14,25.76
5259,2024-04-25 15,24.33
5260,2024-04-25 16,24.11
5261,2024-04-25 17,23.15
5262,2024-04-25 18,22.54
5263,2024-04-25 19,22.25
5264,2024-04-25 20,21.9
5265,2024-04-25 21,21.74
5266,2024-04-25 22,21.23
5267,2024-04-25 23,21.15
5268,2024-04-26 00,21.08
5269,2024-04-26 01,21.08
5270,2024-04-26 02,21.09
5271,2024-04-26 03,20.92
5272,2024-04-26 04,20.64
5273,2024-04-26 05,20.64
5274,2024-04-26 06,22.32
5275,2024-04-26 07,27.22
5276,2024-04-26 08,26.3
5277,2024-04-26 09,29.45
5278,2024-04-26 10,24.89
5279,2024-04-26 11,22.93
5280,2024-04-26 12,22.53
5281,2024-04-26 13,22.39
5282,2024-04-26 14,23.15
5283,2024-04-26 15,24.17
5284,2024-04-26 16,23.81
5285,2024-04-26 17,23.41
5286,2024-04-26 18,22.84
5287,2024-04-26 19,22.85
5288,2024-04-26 20,22.85
5289,2024-04-26 21,22.7
5290,2024-04-26 22,22.4
5291,2024-04-26 23,21.93
5292,2024-04-27 00,21.28
5293,2024-04-27 01,21.59
5294,2024-04-27 02,21.55
5295,2024-04-27 03,21.34
5296,2024-04-27 04,20.64
5297,2024-04-27 05,20.95
5298,2024-04-27 06,22.13
5299,2024-04-27 07,23.11
5300,2024-04-27 08,27.01
5301,2024-04-27 09,27.02
5302,2024-04-27 10,27.85
5303,2024-04-27 11,30.47
5304,2024-04-27 12,28.21
5305,2024-04-27 13,27.19
5306,2024-04-27 14,27.54
5307,2024-04-27 15,28.47
5308,2024-04-27 16,27.53
5309,2024-04-27 17,26.2
5310,2024-04-27 18,25.07
5311,2024-04-27 19,24.41
5312,2024-04-27 20,24.21
5313,2024-04-27 21,23.92
5314,2024-04-27 22,24.16
5315,2024-04-27 23,23.61
5316,2024-04-28 00,23.44
5317,2024-04-28 01,23.37
5318,2024-04-28 02,23.0
5319,2024-04-28 03,22.83
5320,2024-04-28 04,26.51
5321,2024-04-28 05,25.32
5322,2024-04-28 06,24.8
5323,2024-04-28 07,23.83
5324,2024-04-28 08,24.16
5325,2024-04-28 09,22.61
5326,2024-04-28 10,22.01
5327,2024-04-28 11,21.03
5328,2024-04-28 12,22.51
5329,2024-04-28 13,30.0
5330,2024-04-28 14,33.89
5331,2024-04-28 15,33.6
5332,2024-04-28 16,30.65
5333,2024-04-28 17,29.09
5334,2024-04-28 18,28.71
5335,2024-04-28 19,27.75
5336,2024-04-28 20,26.28
5337,2024-04-28 21,23.75
5338,2024-04-28 22,22.78
5339,2024-04-28 23,22.36
5340,2024-04-29 00,22.37
5341,2024-04-29 01,22.57
5342,2024-04-29 02,22.7
5343,2024-04-29 03,22.64
5344,2024-04-29 04,21.85
5345,2024-04-29 05,21.05
5346,2024-04-29 06,25.0
5347,2024-04-29 07,28.84
5348,2024-04-29 08,31.31
5349,2024-04-29 09,31.79
5350,2024-04-29 10,33.87
5351,2024-04-29 11,34.19
5352,2024-04-29 12,34.36
5353,2024-04-29 13,35.06
5354,2024-04-29 14,33.32
5355,2024-04-29 15,30.39
5356,2024-04-29 16,29.82
5357,2024-04-29 17,28.9
5358,2024-04-29 18,26.51
5359,2024-04-29 19,
5360,2024-04-29 20,24.99
5361,2024-04-29 21,24.35
5362,2024-04-29 22,24.47
5363,2024-04-29 23,24.49
5364,2024-04-30 00,24.49
5365,2024-04-30 01,23.65
5366,2024-04-30 02,23.61
5367,2024-04-30 03,23.21
5368,2024-04-30 04,23.53
5369,2024-04-30 05,23.25
5370,2024-04-30 06,24.13
5371,2024-04-30 07,28.78
5372,2024-04-30 08,32.56
5373,2024-04-30 09,33.71
5374,2024-04-30 10,33.6
5375,2024-04-30 11,34.36
5376,2024-04-30 12,35.71
5377,2024-04-30 13,33.03
5378,2024-04-30 14,31.6
5379,2024-04-30 15,22.54
5380,2024-04-30 16,21.08
5381,2024-04-30 17,20.18
5382,2024-04-30 18,20.93
5383,2024-04-30 19,23.71
5384,2024-04-30 20,24.6
5385,2024-04-30 21,24.17
5386,2024-04-30 22,24.48
5387,2024-04-30 23,27.13
5388,2024-05-01 00,28.41
5389,2024-05-01 01,23.35
5390,2024-05-01 02,20.64
5391,2024-05-01 03,20.1
5392,2024-05-01 04,19.66
5393,2024-05-01 05,19.98
5394,2024-05-01 06,22.28
5395,2024-05-01 07,24.16
5396,2024-05-01 08,25.5
5397,2024-05-01 09,26.53
5398,2024-05-01 10,26.19
5399,2024-05-01 11,25.58
5400,2024-05-01 12,24.9
5401,2024-05-01 13,23.5
5402,2024-05-01 14,22.96
5403,2024-05-01 15,21.89
5404,2024-05-01 16,20.62
5405,2024-05-01 17,20.46
5406,2024-05-01 18,20.21
5407,2024-05-01 19,20.04
5408,2024-05-01 20,19.55
5409,2024-05-01 21,19.59
5410,2024-05-01 22,19.66
5411,2024-05-01 23,19.44
5412,2024-05-02 00,19.7
5413,2024-05-02 01,19.32
5414,2024-05-02 02,19.22
5415,2024-05-02 03,19.13
5416,2024-05-02 04,19.02
5417,2024-05-02 05,19.09
5418,2024-05-02 06,19.33
5419,2024-05-02 07,19.57
5420,2024-05-02 08,20.54
5421,2024-05-02 09,22.87
5422,2024-05-02 10,24.76
5423,2024-05-02 11,23.26
5424,2024-05-02 12,24.32
5425,2024-05-02 13,23.29
5426,2024-05-02 14,22.32
5427,2024-05-02 15,23.0
5428,2024-05-02 16,21.14
5429,2024-05-02 17,20.89
5430,2024-05-02 18,20.26
5431,2024-05-02 19,20.25
5432,2024-05-02 20,19.94
5433,2024-05-02 21,19.85
5434,2024-05-02 22,19.82
5435,2024-05-02 23,19.79
5436,2024-05-03 00,19.18
5437,2024-05-03 01,19.8
5438,2024-05-03 02,19.77
5439,2024-05-03 03,19.63
5440,2024-05-03 04,18.95
5441,2024-05-03 05,18.77
5442,2024-05-03 06,21.01
5443,2024-05-03 07,24.6
5444,2024-05-03 08,27.15
5445,2024-05-03 09,27.72
5446,2024-05-03 10,29.95
5447,2024-05-03 11,29.57
5448,2024-05-03 12,29.26
5449,2024-05-03 13,27.22
5450,2024-05-03 14,29.44
5451,2024-05-03 15,27.79
5452,2024-05-03 16,26.8
5453,2024-05-03 17,24.46
5454,2024-05-03 18,22.85
5455,2024-05-03 19,21.96
5456,2024-05-03 20,21.17
5457,2024-05-03 21,20.86
5458,2024-05-03 22,20.64
5459,2024-05-03 23,21.11
5460,2024-05-04 00,21.63
5461,2024-05-04 01,21.89
5462,2024-05-04 02,21.81
5463,2024-05-04 03,21.74
5464,2024-05-04 04,21.78
5465,2024-05-04 05,21.8
5466,2024-05-04 06,22.13
5467,2024-05-04 07,22.99
5468,2024-05-04 08,24.8
5469,2024-05-04 09,29.48
5470,2024-05-04 10,32.24
5471,2024-05-04 11,34.09
5472,2024-05-04 12,33.68
5473,2024-05-04 13,32.09
5474,2024-05-04 14,31.76
5475,2024-05-04 15,28.32
5476,2024-05-04 16,26.46
5477,2024-05-04 17,26.2
5478,2024-05-04 18,25.21
5479,2024-05-04 19,24.55
5480,2024-05-04 20,24.38
5481,2024-05-04 21,23.82
5482,2024-05-04 22,23.42
5483,2024-05-04 23,23.17
5484,2024-05-05 00,23.32
5485,2024-05-05 01,23.58
5486,2024-05-05 02,23.09
5487,2024-05-05 03,23.17
5488,2024-05-05 04,23.57
5489,2024-05-05 05,22.83
5490,2024-05-05 06,24.05
5491,2024-05-05 07,27.07
5492,2024-05-05 08,26.89
5493,2024-05-05 09,27.7
5494,2024-05-05 10,25.64
5495,2024-05-05 11,26.67
5496,2024-05-05 12,27.56
5497,2024-05-05 13,29.07
5498,2024-05-05 14,31.94
5499,2024-05-05 15,30.59
5500,2024-05-05 16,28.28
5501,2024-05-05 17,27.56
5502,2024-05-05 18,26.2
5503,2024-05-05 19,25.32
5504,2024-05-05 20,25.14
5505,2024-05-05 21,24.47
5506,2024-05-05 22,24.21
5507,2024-05-05 23,24.43
5508,2024-05-06 00,24.95
5509,2024-05-06 01,24.33
5510,2024-05-06 02,24.05
5511,2024-05-06 03,24.66
5512,2024-05-06 04,24.87
5513,2024-05-06 05,24.65
5514,2024-05-06 06,25.64
5515,2024-05-06 07,29.27
5516,2024-05-06 08,31.43
5517,2024-05-06 09,30.11
5518,2024-05-06 10,32.93
5519,2024-05-06 11,31.23
5520,2024-05-06 12,31.35
5521,2024-05-06 13,32.63
5522,2024-05-06 14,31.37
5523,2024-05-06 15,28.7
5524,2024-05-06 16,28.47
5525,2024-05-06 17,27.14
5526,2024-05-06 18,25.94
5527,2024-05-06 19,24.53
5528,2024-05-06 20,24.44
5529,2024-05-06 21,23.85
5530,2024-05-06 22,23.03
5531,2024-05-06 23,22.85
5532,2024-05-07 00,22.41
5533,2024-05-07 01,22.61
5534,2024-05-07 02,22.48
5535,2024-05-07 03,22.76
5536,2024-05-07 04,22.56
5537,2024-05-07 05,22.57
5538,2024-05-07 06,23.81
5539,2024-05-07 07,27.39
5540,2024-05-07 08,29.12
5541,2024-05-07 09,30.64
5542,2024-05-07 10,32.23
5543,2024-05-07 11,32.39
5544,2024-05-07 12,31.05
5545,2024-05-07 13,34.01
5546,2024-05-07 14,29.97
5547,2024-05-07 15,29.14
5548,2024-05-07 16,27.28
5549,2024-05-07 17,26.19
5550,2024-05-07 18,24.93
5551,2024-05-07 19,24.11
5552,2024-05-07 20,23.75
5553,2024-05-07 21,23.37
5554,2024-05-07 22,23.09
5555,2024-05-07 23,22.79
5556,2024-05-08 00,22.58
5557,2024-05-08 01,21.93
5558,2024-05-08 02,21.91
5559,2024-05-08 03,21.96
5560,2024-05-08 04,21.69
5561,2024-05-08 05,21.67
5562,2024-05-08 06,22.85
5563,2024-05-08 07,24.02
